(Intercept) as.factor(phenotypes$Age.x)1 as.factor(phenotypes$Age.x)2 as.factor(phenotypes$Age.x)3 as.factor(phenotypes$Age.x)4 as.factor(phenotypes$Age.x)5 as.factor(phenotypes$Age.x)6 as.factor(phenotypes$Age.x)7 as.factor(phenotypes$Age.x)8 as.factor(phenotypes$Age.x)9 as.factor(phenotypes$Age.x)10 as.factor(phenotypes$Age.y)3 as.factor(phenotypes$Age.y)4 as.factor(phenotypes$Age.y)5 as.factor(phenotypes$Age.y)6 as.factor(phenotypes$Age.y)7 as.factor(phenotypes$Age.y)8 as.factor(phenotypes$Age.y)9 as.factor(phenotypes$Gen.Line)RAMB as.factor(phenotypes$Gen.Line)UNKN as.factor(phenotypes$Management.Group)1 as.factor(phenotypes$Management.Group)2 as.factor(phenotypes$Lambs.Birthed.x)2 as.factor(phenotypes$Lambs.Birthed.x)3 as.factor(phenotypes$Lambs.Birthed.x)4 as.factor(phenotypes$Lambs.Birthed.y)2 as.factor(phenotypes$Lambs.Birthed.y)3
5.767651 -1.460667 -1.059132 -1.070765 -1.023579 -1.309273 -1.153126 -0.8642827 -1.214176 -1.249736 -1.419623 0.1798 -5.027435 -4.90631 -5.671424 -4.928662 -4.599572 -3.551182 0.05829507 -0.3379334 5.85827 5.170188 0.1660067 0.7687435 0.2300621 0.03108774 0.1484798
5.88424 -0.7241684 -1.134304 -1.377843 -1.212625 -1.261494 -1.196691 -0.9564318 -1.14847 -1.530367 -1.953002 0.2302977 -4.889927 -4.908843 -5.622906 -5.803402 -5.115271 -6.068794 0.2132535 -0.2116042 5.901412 5.249881 0.2037933 0.5750916 0.6677438 0.01954041 0.8271812
5.808523 -0.9530457 -1.018808 -1.196802 -1.030634 -1.148763 -1.294767 -1.029636 -1.140063 -1.392012 -1.829239 0.2899199 -4.872511 -4.867175 -5.718651 -5.274959 -3.678584 -2.646058 0.1274272 -0.1965804 5.9446 5.185002 0.2676561 0.5130492 0.7271246 -0.035178 0.6705414
5.905451 -1.585025 -1.097503 -1.146909 -1.166391 -1.159648 -1.236069 -1.132142 -1.236325 -1.180626 -2.126228 0.2268819 -4.869201 -5.08161 -5.49149 -4.823391 -4.412558 -5.252605 0.2850243 0.03338373 5.700297 5.237589 0.1924912 0.4191808 0.498939 -0.002948032 0.1376186
5.794685 -0.5982021 -1.051961 -1.143222 -1.053235 -1.053122 -1.159971 -0.8681856 -1.056979 -1.505834 -1.155844 0.3051671 -4.986427 -5.075688 -5.544183 -5.303166 -5.017828 -3.739115 0.2586484 0.2200936 5.72293 5.325844 0.1452734 0.452249 0.0183992 0.03705647 0.06585617
5.675518 -1.463237 -1.013641 -1.184825 -1.055108 -1.15617 -1.222413 -0.7830911 -1.201958 -0.8563907 -1.275943 0.06284829 -5.057547 -5.114076 -5.423898 -5.080995 -4.746745 -4.306612 0.3604855 0.388346 5.62618 5.199454 0.1835017 0.9490763 0.3374116 0.0745245 0.8598495
5.806338 -1.652826 -1.155018 -1.236342 -1.2624 -1.109907 -1.127439 -0.9122887 -1.229471 -2.042567 -2.594683 0.1224946 -5.266648 -5.113787 -5.471696 -5.074098 -5.447218 -5.93347 0.3562608 -0.1388843 5.799167 5.387155 0.1258193 0.2141465 0.616011 0.04297137 0.6557856
5.883614 -1.011976 -1.17407 -1.283047 -1.205322 -1.24958 -1.385005 -1.190985 -0.9030582 -1.724372 -0.6037427 0.2683115 -5.171337 -5.369293 -5.862567 -5.196667 -3.374991 -4.881649 0.2763146 0.01019061 5.984813 5.518323 0.1436631 0.5534011 0.2698526 0.0669347 0.5639931
5.786986 -1.161367 -1.096325 -1.437987 -1.206825 -1.321139 -1.350604 -1.067176 -1.147273 -1.733296 -0.2627985 0.3890761 -5.246539 -5.235173 -5.6019 -5.137864 -5.121645 -5.541307 0.1149237 -0.1202584 5.702367 5.669029 0.1323761 0.3725584 1.006356 0.06709632 -0.2524743
5.7999 -1.130297 -1.198842 -1.369055 -1.26907 -1.214312 -1.535912 -1.075143 -1.046839 -1.445914 -1.160073 0.2802209 -5.352811 -5.362471 -5.955991 -5.580074 -4.751798 -3.912874 0.1618961 -0.3431904 6.17735 5.595368 0.1091159 0.9031303 0.6241844 0.08347926 -0.3561845
5.813712 -1.025588 -1.437436 -1.648149 -1.49216 -1.540133 -1.49498 -1.313558 -1.254518 -1.856976 -1.863107 0.3178798 -5.310879 -5.34214 -5.954895 -5.846363 -3.907558 -5.173295 0.2099224 -0.004988916 6.310485 5.588329 0.1597467 0.6820124 0.8042351 -0.03029462 0.8019854
5.793055 -1.960663 -1.490964 -1.66395 -1.516283 -1.361406 -1.543502 -1.265207 -1.294625 -1.313145 -0.9485707 0.1391926 -5.401839 -5.243881 -6.015938 -6.377494 -6.053247 -7.088503 0.2735595 -0.2146265 6.256402 5.515754 0.1947243 0.2847566 0.4145035 0.1238848 0.4472215
5.809752 -1.262856 -1.250463 -1.396951 -1.298662 -1.322823 -1.580051 -1.417181 -1.308756 -1.560734 -1.192958 0.1976124 -5.41854 -5.367462 -6.266728 -5.722531 -4.512894 -4.336467 0.1699934 -0.2769443 6.302424 5.650567 0.2338643 0.7418498 0.009834483 0.1313198 -0.1869779
5.86809 -0.9306176 -1.283962 -1.481466 -1.465409 -1.449501 -1.45869 -1.385188 -1.130633 -1.69233 -0.9234727 0.2265267 -5.348049 -5.196648 -6.362525 -6.726379 -6.602102 -3.845835 0.1548667 0.1162497 6.549642 5.651695 0.2300063 0.4992597 -0.7426455 0.1088579 0.135121
5.875374 -0.5832705 -1.476124 -1.551078 -1.357916 -1.353199 -1.458335 -1.196633 -1.159924 -1.814716 -1.862136 0.03381364 -5.304292 -5.257494 -5.853276 -6.095015 -5.399721 -5.096678 0.1384028 0.1608279 6.19303 5.572556 0.1686747 0.295344 0.310882 0.1724837 -0.3182968
5.941898 -0.8193148 -1.294152 -1.524431 -1.472134 -1.442853 -1.49277 -1.090256 -1.422058 -1.731151 -2.057444 0.2220527 -5.638214 -5.542701 -5.88121 -5.335798 -3.902505 -2.38647 0.2877482 -0.1276325 6.335735 5.757411 0.1476988 0.5912203 0.1411763 -0.01429083 -0.2653967
5.847287 -1.351986 -1.381592 -1.385634 -1.289339 -1.412921 -1.489707 -1.170357 -1.13909 -1.357994 -1.402891 0.2030477 -5.496355 -5.28257 -5.879154 -6.10517 -5.319893 -4.804856 0.2490101 0.2366562 6.026524 5.693215 0.1169337 0.5962967 0.2787593 0.02067698 0.271594
5.701379 -1.544893 -1.171976 -1.207737 -1.110581 -1.125472 -1.166091 -0.9729919 -1.19997 -1.513849 -1.825045 -0.01118271 -5.555116 -5.543661 -5.951777 -6.028855 -4.560615 -4.83149 0.2154531 0.1483913 6.259189 5.659556 0.1512848 0.1462357 -0.06596904 -0.08799974 0.5043982
5.664295 -1.275288 -1.197835 -1.187504 -1.1551 -1.165929 -1.273292 -0.9646149 -1.228124 -1.487419 0.1089315 0.2622661 -5.45614 -5.314888 -5.6825 -5.344249 -4.837085 -5.598912 0.2327819 0.3018942 5.804703 5.716333 0.129072 0.3281705 0.1556537 0.03215069 -0.1423234
5.591133 -0.4295221 -1.292015 -1.22643 -1.185394 -1.238951 -1.345307 -0.860339 -1.239631 -1.734837 -0.8255172 0.09558122 -5.573276 -5.594113 -5.509888 -5.195825 -3.349898 -3.973219 0.3962897 0.1541526 5.615959 5.816168 0.2429461 0.287054 0.6880727 0.09053132 -0.2235737
5.711093 -0.4928638 -1.203518 -1.505214 -1.230308 -1.251986 -1.41361 -1.149163 -1.335282 -1.689015 -1.602446 0.2052318 -5.421869 -5.295412 -5.423144 -4.83827 -4.723627 -3.97345 0.2867929 0.126121 5.406896 5.532437 0.156071 0.7237896 0.1285634 -0.06672624 0.2029671
5.821686 -0.8933603 -1.419714 -1.449748 -1.373102 -1.491536 -1.644337 -1.294057 -1.602281 -1.908078 -2.041826 0.1874106 -5.281829 -5.294932 -4.925479 -5.126215 -2.505545 -3.036818 0.3115068 -0.03930785 5.186378 5.59991 0.1929196 0.552656 -0.05300014 -0.0446323 0.1677947
5.813382 -1.595985 -1.328216 -1.451992 -1.463306 -1.404859 -1.508836 -1.144762 -1.399896 -1.42612 -1.637569 0.3347148 -5.078051 -5.321755 -5.367112 -4.555768 -6.744785 -3.340327 0.2353322 -0.1486189 5.396983 5.432149 0.1664601 0.2264298 0.6118599 0.01423735 -0.0972058
5.714351 -1.38038 -1.288298 -1.455259 -1.242127 -1.395825 -1.576255 -1.056921 -1.161206 -1.582164 -2.833102 0.3085279 -5.256558 -5.235495 -5.340407 -4.952948 -5.240856 -1.513662 0.03228537 -0.6262975 5.565588 5.59006 0.1669311 0.6498962 0.0458676 0.0599319 -0.6805863
5.728173 -1.166361 -1.308574 -1.520913 -1.618294 -1.391798 -1.553196 -1.139285 -0.8292449 -1.853889 -1.246508 0.3410783 -5.215633 -5.217505 -5.410741 -5.126128 -4.755453 -3.879828 0.3111527 -0.3653624 5.55849 5.560338 0.1967652 0.6690349 0.09721252 -0.0002608444 0.5619799
5.766712 -0.213327 -1.385094 -1.433829 -1.406343 -1.487876 -1.487237 -1.198139 -1.386891 -1.581393 -2.360908 0.1595822 -5.501808 -5.365899 -5.277407 -4.890841 -5.181115 -4.891877 0.2137095 -0.09526534 5.347319 5.712493 0.2391993 0.4340611 0.01442999 -0.05809055 0.1761504
5.762511 -0.8548178 -1.241743 -1.488977 -1.402339 -1.604783 -1.508928 -1.323458 -1.227566 -1.259953 -1.401474 0.3528882 -5.202549 -5.30165 -5.844085 -4.718731 -4.471126 -4.837125 0.1481501 -0.2591421 6.037325 5.64537 0.2292005 0.6630615 0.1820385 -0.003500179 -0.3787352
5.693277 -1.203457 -1.197854 -1.524555 -1.345066 -1.38683 -1.63309 -1.26956 -1.412981 -1.241711 -1.478149 0.2374525 -5.410151 -5.435768 -5.825632 -4.826584 -4.17121 -4.245189 0.1885839 0.2598397 6.133764 5.709642 0.2936213 0.5813518 0.1644434 0.0171954 1.360808
5.88219 -0.6918568 -1.479831 -1.49706 -1.410604 -1.384667 -1.62494 -1.17264 -1.313122 -1.647884 -2.920466 0.3404065 -5.296581 -5.381405 -6.286635 -6.041817 -5.205868 -3.649907 0.1891153 0.08632169 6.430435 5.524436 0.1469355 0.6056208 0.4932169 0.08225857 0.9056524
5.882897 -0.07978602 -1.323566 -1.497112 -1.327324 -1.340245 -1.482938 -1.256827 -1.301557 -1.469851 -1.800944 0.2030324 -5.387852 -5.525667 -6.472492 -6.784201 -4.637764 -4.772048 0.2248786 -0.1128335 6.771934 5.659258 0.1555831 0.5435482 -0.06083551 -0.028029 0.5596008
5.721164 -1.846046 -1.32915 -1.303316 -1.263886 -1.299395 -1.357865 -1.063499 -1.242681 -1.383562 -0.775104 0.2894757 -5.671782 -5.607133 -6.612639 -6.824215 -7.537804 -5.821135 0.3093509 -0.2572622 7.025452 5.993191 0.2037008 0.7788678 1.441146 -0.02729677 0.6118274
5.639383 -1.028437 -1.302179 -1.460732 -1.316917 -1.31258 -1.462555 -1.142079 -1.364749 -1.800968 -1.05126 0.4106522 -5.634635 -5.58612 -6.298609 -5.559587 -4.536334 -3.90226 0.2968432 -0.1452039 6.522746 6.035628 0.3160191 0.7297096 0.6103604 -0.08142381 0.5841596
5.606334 -0.9452162 -0.9650744 -1.194949 -1.391024 -1.243682 -1.398571 -1.159828 -0.6776733 -1.917255 0.3930344 0.2389139 -5.66445 -5.662436 -6.33238 -6.355568 -5.845136 -6.274537 0.4530738 0.07478288 6.327282 5.888597 0.2277831 0.8056825 0.6313116 0.07692324 0.3339686
5.526704 -0.4647944 -1.034808 -1.250957 -1.194969 -1.178023 -1.335247 -0.8914411 -0.9914846 -1.19362 -1.090815 0.2358514 -5.74485 -5.583328 -6.083883 -6.215191 -5.343107 -2.979152 0.4901554 0.2631662 6.340612 5.829197 0.16798 0.7390363 0.1542308 0.0005485398 0.2233035
5.525223 -0.2859512 -1.165918 -1.178344 -1.012167 -1.310834 -1.204269 -0.6935753 -1.12084 -1.555014 -0.3075558 0.05528999 -5.649647 -5.827734 -6.211139 -5.765703 -5.344119 -3.599654 0.4029265 0.1237164 6.334346 5.987718 0.1597995 0.4785198 0.7908663 -0.05891635 0.9090377
5.512406 -0.6330847 -0.9377236 -0.9442094 -1.062107 -1.098266 -1.053791 -0.9078165 -1.213348 -1.073592 -2.653345 0.1833426 -5.848203 -5.684655 -5.804681 -5.285934 -4.560828 -3.376517 0.0942666 -0.2615844 5.982514 5.979434 0.2322788 0.5421658 0.3072776 0.01384721 0.1770632
5.470523 -0.972176 -0.9863912 -1.079627 -0.9793134 -0.8748497 -1.166726 -0.6551999 -0.8900603 -1.345308 -0.8285644 0.2890639 -5.598513 -5.590715 -5.811193 -6.125815 -3.581624 -3.987488 0.1050637 0.08031899 6.17519 5.813008 0.1755774 0.5754499 0.493852 -0.04029617 0.04588445
5.438295 -1.245538 -0.8561296 -0.9936521 -0.888061 -1.025392 -1.059756 -0.5811183 -0.8976554 -1.37869 -1.033926 0.2758667 -5.640775 -5.588472 -6.248868 -5.853273 -5.499456 -4.474908 0.1832176 -0.231805 6.481433 5.927824 0.3042575 0.3839288 0.2570644 0.07503157 0.1308817
5.546972 -0.7764107 -0.9903753 -1.088193 -0.8789171 -1.074465 -1.231681 -0.7450817 -0.6173907 -0.9977743 -0.4660722 0.2075248 -5.689745 -5.581452 -6.098761 -6.793804 -5.41202 -4.393328 0.08353447 -0.04357101 6.648186 5.971858 0.1428783 0.6231612 -0.1111443 -0.01943767 -0.3121366
5.611613 -0.2635256 -0.9085872 -1.055079 -1.002914 -1.073955 -0.980232 -0.6667301 -0.9572306 -1.155259 -0.5281202 0.2213958 -5.804747 -5.633073 -6.078572 -5.471658 -4.807194 -2.124242 0.2566984 0.01961838 6.509805 6.044641 0.2254308 0.6271912 -0.34417 0.006075118 0.5534607
5.641119 -0.6981653 -0.9577164 -1.107518 -0.9314958 -0.9091406 -1.157228 -0.9151499 -0.9852912 -1.033888 -1.072501 0.20029 -5.643905 -5.516497 -6.594857 -6.003763 -4.187577 -3.537193 0.1533922 0.00729068 6.680325 5.859072 0.1596477 0.7469421 0.5379273 0.07417846 0.4898267
5.503907 -0.8827302 -0.9541912 -1.072312 -0.9561641 -1.084351 -1.120076 -0.7015471 -1.015537 -1.335186 -0.9277853 0.3398095 -5.397995 -5.637852 -6.439897 -5.954866 -6.512435 -5.568822 0.2535624 -0.08065422 6.810747 5.776997 0.1656824 0.3434067 0.5930961 -0.02421213 0.4040264
5.477389 -0.7820902 -0.9149505 -0.9596778 -0.8167327 -0.9802977 -0.9894181 -0.6713264 -0.856933 -1.558043 -1.286506 0.130374 -5.657846 -5.552696 -6.042205 -5.252782 -6.138912 -6.404208 0.1749883 -0.1579428 6.362818 5.967999 0.1037398 0.3975188 0.05411507 0.06271903 0.6207768
5.36379 -0.6480986 -0.6657597 -0.7491376 -0.8362478 -0.6531628 -0.7585936 -0.6693123 -0.6123802 -1.222475 -1.57924 0.214734 -5.889903 -5.777536 -6.299585 -5.879863 -3.831193 -3.995045 0.1683048 -0.07773149 6.342886 6.119423 0.2136423 0.5643012 -0.3601113 -0.03854923 0.2712168
5.410073 0.1801472 -0.7467193 -0.8512084 -0.7345529 -0.7881171 -0.9514674 -0.6009631 -0.7715223 -1.10866 -0.8789883 0.3427949 -6.088209 -5.993786 -6.152282 -6.182871 -3.446053 -2.857281 0.05417981 -0.09812432 6.524055 6.412287 0.1338946 0.3080341 -0.059641 -0.01993903 -0.5298652
5.442737 -0.9109285 -0.8796865 -0.8567179 -0.8309252 -0.9373349 -0.9529076 -0.5648297 -0.8985084 -0.9452063 -0.3761386 0.2086024 -5.863509 -6.038282 -6.392599 -5.794649 -6.032386 -2.605413 0.1986695 0.05121044 6.597758 6.354053 0.08570731 0.5963452 0.4614545 -0.04140841 0.2045546
5.380099 -1.083427 -0.8268976 -0.9473236 -0.6243101 -0.84312 -0.8278148 -0.5643654 -0.6296478 -1.254532 -1.983616 0.2287301 -6.11825 -6.316458 -6.802405 -6.392689 -5.336754 -5.384622 0.3788663 -0.2431962 7.24767 6.425529 0.2628689 0.3634159 0.6168068 0.005692438 0.3016852
5.485187 0.1826265 -0.8427753 -0.8325465 -0.827842 -0.7811689 -0.8910247 -0.6349927 -0.6877066 -1.028287 -1.274016 0.3643242 -5.942434 -5.841087 -7.272529 -7.070311 -5.675873 -5.283326 0.2578619 0.0934147 7.572501 6.226706 0.1625314 0.4597607 0.5240226 0.03810455 0.7769206
5.68879 0.538013 -0.7290433 -1.024525 -0.9444555 -0.7742569 -1.058255 -0.8327833 -0.8319962 -1.269208 -0.2616358 0.2563192 -6.044128 -5.885621 -7.235491 -7.206538 -4.662104 -5.430171 0.3336204 0.1263447 7.146334 6.341592 0.1542223 0.6225074 0.5205654 0.1260798 0.6120526
5.763356 -0.5492451 -0.931461 -1.059875 -0.997031 -0.898918 -0.9621538 -0.7915684 -1.161515 -1.713525 -0.5107695 0.383891 -5.817248 -5.892255 -6.638406 -6.865149 -4.549593 -4.805573 0.3357573 -0.2978993 6.958954 6.233617 0.193864 0.4884988 0.4670537 -0.03517451 0.1675766
5.704678 -0.7487907 -0.7384622 -0.9555317 -0.8924859 -0.852286 -1.101512 -0.4313036 -0.9184479 -1.174428 -1.390847 0.349891 -6.075399 -5.952126 -6.802009 -6.629932 -5.24369 -6.628787 0.3534167 -0.05467363 7.262435 6.313795 0.1742111 0.4842286 0.2138075 0.04612795 0.1266751
5.719794 -0.6306089 -0.7602507 -1.052047 -1.012861 -0.9447563 -1.091645 -0.6918886 -0.9355775 -1.212758 -1.086895 0.303998 -5.780118 -5.969371 -6.511949 -6.416095 -5.710405 -5.671785 0.2235248 0.1061295 6.81037 6.205357 0.2734732 0.2880588 0.9575391 0.06646022 0.7184432
5.764554 -0.3114271 -0.8743919 -1.095478 -0.9326218 -0.8894655 -1.282101 -0.6073288 -0.6486269 -1.0482 -1.30305 0.1723079 -5.891434 -5.6131 -6.61399 -6.179717 -6.152316 -4.960289 0.2509141 -0.1877739 7.042184 6.110396 0.2348588 0.5316484 0.2177286 0.001690406 0.1988864
5.894318 -0.862143 -1.043836 -1.147001 -0.9531411 -0.9703539 -1.166931 -0.772768 -0.8022989 -1.309786 -0.9563747 0.2554208 -5.905653 -5.876752 -6.400709 -6.451825 -5.69232 -5.69961 0.3340512 -0.0923342 6.496175 6.111167 0.1855839 0.2577765 0.6797971 0.05743817 0.3196977
5.881841 -0.4523932 -0.9599111 -1.07064 -1.046217 -1.07588 -0.8698154 -0.9185204 -0.8302463 -1.549494 -1.802596 0.2863224 -5.94134 -5.832231 -6.333739 -5.52287 -3.183157 -5.795663 0.2311322 0.03888862 6.414331 6.078196 0.13013 0.5328989 0.1762203 0.06943671 -0.1154319
5.988608 -0.6742172 -0.7656335 -1.013646 -0.9031271 -0.9638074 -1.124249 -0.8902537 -1.132479 -1.423406 -1.681425 0.1647929 -5.696789 -5.81845 -6.30301 -5.815843 -5.625364 -4.781441 0.1924862 -0.05158671 6.508048 5.98625 0.1726029 0.6118076 1.121013 -0.01154668 0.8534667
5.957387 -1.235839 -0.7779101 -0.8886259 -0.9568248 -0.9047627 -1.13885 -0.8952162 -1.186385 -1.257981 -1.014811 0.1183188 -5.918275 -5.724472 -6.343538 -6.353663 -6.607081 -4.916399 0.1784594 0.06866958 6.630885 6.007985 0.2273554 0.61894 0.5533865 0.03423774 0.1335512
5.857404 -0.5691461 -0.8316247 -0.8542627 -0.6800434 -0.750161 -0.7155607 -0.6264558 -1.017392 -0.8465324 -1.530882 0.02016652 -5.870809 -5.991357 -6.260471 -6.684959 -4.817793 -3.711542 0.3814736 0.05974547 6.386797 6.023713 0.004835558 0.4395703 -0.03394882 -0.002437297 0.3244326
5.777289 -1.069435 -0.7636069 -0.7387668 -0.7958007 -0.7575581 -0.9325787 -0.5681757 -0.6059265 -0.8993433 -0.9951233 0.106602 -5.70713 -5.819272 -6.164994 -6.269028 -4.527942 -4.845248 0.1710128 -0.08503902 6.240765 6.005647 0.1417377 0.5964477 0.2433499 0.09346833 0.860631
5.815965 -0.3194664 -0.9025153 -0.922667 -0.8604833 -0.8597398 -0.9142672 -0.6081966 -0.8567233 -0.7240122 -0.7774976 0.2549768 -5.790481 -5.636392 -6.121015 -5.91881 -5.638726 -3.489574 0.006123898 -0.03258544 6.382002 5.982709 0.2327743 0.4412941 0.2964982 0.05392932 0.636095
5.800533 -0.6423894 -0.4389918 -0.8600108 -0.8489767 -0.8779042 -0.7002133 -0.5304334 -1.010516 -1.112665 -0.8346634 0.2909695 -5.947407 -5.682372 -6.242075 -6.101457 -6.39796 -3.159159 -0.07065358 -0.1294007 6.45688 6.136008 0.2659595 0.3835071 1.044098 -0.04329443 0.8108724
5.788668 -0.9295005 -0.7173134 -0.8532595 -0.750213 -0.6751159 -0.6577963 -0.4823826 -0.6714825 -1.663459 -0.5797767 0.2571397 -5.758661 -5.959711 -6.478525 -6.548561 -6.677636 -3.184821 0.1215158 -0.2025633 6.735549 6.156023 0.1498001 0.3685419 0.336749 -0.0411286 0.5273282
5.86246 0.09601001 -0.6156338 -0.7500099 -0.6997223 -0.7134525 -0.7005641 -0.5688103 -0.6137931 -0.5749992 -1.260129 0.16809 -5.809131 -5.806483 -6.722683 -6.675746 -7.148209 -5.116331 0.0763408 0.05880473 6.908408 6.106339 0.06221696 0.3950008 0.1918948 0.04230519 0.2024687
5.646044 0.03491545 -0.3345539 -0.5462808 -0.4724125 -0.4835386 -0.6844415 -0.311162 -0.5372245 -0.6166332 -0.4587889 0.08233728 -6.076983 -5.862574 -6.608214 -6.521118 -4.139645 -5.032545 0.1223457 0.1968862 6.813085 6.193249 0.09075723 0.5102911 0.06588787 0.008165964 0.1708031
5.590941 0.3138553 -0.5234302 -0.5632457 -0.4988952 -0.4488087 -0.4916266 -0.1803636 -0.6554425 -1.211823 -0.7307624 0.1807845 -6.101783 -6.047345 -6.554404 -6.020714 -6.358889 -5.715202 0.2662466 0.08450137 6.932169 6.446984 0.1820701 0.09895724 0.3315563 -0.02729612 0.5945244
5.592298 -0.5994529 -0.5341033 -0.5187047 -0.4173659 -0.5004627 -0.6064903 -0.3644879 -0.4754657 -0.6297444 -1.362034 0.137976 -6.098163 -5.95113 -6.470609 -5.880266 -5.42867 -4.867572 0.1716108 -0.1850064 6.755778 6.26056 0.1344655 0.6029063 0.01738412 0.04658444 0.1820051
5.471932 0.5233195 -0.447404 -0.5435604 -0.4491231 -0.5442502 -0.5079512 -0.4350773 -0.5079494 -0.9735873 -1.166263 0.2443185 -5.888359 -6.035471 -6.1302 -6.00546 -6.618925 -4.220231 0.3082329 -0.2607311 6.555883 6.351954 0.1405608 0.6885846 0.04968004 -0.1183425 -0.01403271
5.497443 0.2548516 -0.3261476 -0.5150977 -0.4429099 -0.5294877 -0.7246876 -0.3439554 -0.3702204 -0.4848306 -1.025622 0.3006399 -6.05804 -6.060004 -6.845634 -6.736276 -5.553725 -3.887968 0.3590189 -0.1388868 7.269303 6.322176 0.2632973 0.6273041 0.6540166 0.04412416 -0.4746077
5.52499 -0.2207301 -0.6255359 -0.4878393 -0.484447 -0.5448632 -0.7440544 -0.3402823 -0.6691652 -1.23965 -1.283254 0.2127601 -6.219741 -6.096713 -7.000681 -6.857826 -5.287521 -5.166811 0.3496263 -0.08296591 7.430889 6.59064 0.2951337 0.6811687 -0.09596597 -0.05585654 0.4784584
5.428808 0.3850534 -0.5499143 -0.7804809 -0.7702343 -0.624312 -0.8121678 -0.4286278 -0.7078677 -0.8629375 -0.924294 0.2088417 -6.30894 -6.190619 -6.730688 -6.291844 -5.521725 -6.162162 0.2984135 0.1184993 6.983255 6.614869 0.3262318 0.9457778 0.8236292 0.1542732 0.04445449
5.369214 -0.02104353 -0.7053055 -0.719792 -0.7944311 -0.67581 -0.8325112 -0.4200038 -0.5770752 -0.6652524 -1.542719 0.2272166 -6.32443 -6.302269 -6.581197 -6.505654 -5.555741 -3.870748 0.3249753 0.1463415 6.98284 6.644787 0.3670798 1.025312 0.2988388 0.07947853 0.05861258
5.393177 -0.157591 -0.6629363 -0.6150148 -0.6414292 -0.6291148 -0.8433294 -0.4339496 -0.5012767 -1.13849 -1.005569 0.234317 -6.290394 -6.292886 -6.715277 -6.021358 -5.840506 -5.17145 0.4539672 -0.2718 7.034576 6.541596 0.1815915 0.6516846 -0.2938592 0.02101402 -0.1241133
5.41497 -0.7227833 -0.4719448 -0.6492671 -0.6136598 -0.6062094 -0.9011399 -0.4651824 -0.5473788 -0.8711685 -0.001183765 0.1579841 -6.189372 -6.063628 -6.994701 -6.667917 -5.91256 -5.151999 0.3281731 -0.038687 7.264566 6.415878 0.2063103 0.3349606 0.8155493 0.02053793 0.6573043
5.380572 -0.6458176 -0.6078336 -0.727269 -0.6615632 -0.7826036 -0.6437653 -0.578116 -0.7545836 -0.8753927 -0.2352906 0.1763611 -6.151432 -6.000629 -6.691428 -6.879845 -5.070272 -4.282038 0.2196501 0.07353818 7.00275 6.518892 0.2423338 0.4082287 -0.2685008 0.05551774 0.07127376
5.518059 -0.9552433 -0.6454469 -0.6039757 -0.6983412 -0.7506487 -0.6733576 -0.4203394 -0.6203481 -0.9344528 -0.2788282 0.1212467 -6.259833 -6.113153 -6.751264 -7.076994 -5.59042 -4.3305 0.2318697 0.2358913 7.110466 6.43277 0.09328759 0.7272757 -0.429758 0.1780963 0.4937103
5.627869 -0.954086 -0.5241993 -0.5984643 -0.7483617 -0.7945526 -0.8495421 -0.4574909 -0.2537113 -0.9447887 -0.7785852 0.09275256 -6.158383 -6.236974 -6.710606 -7.122452 -5.071177 -6.220297 0.2971224 0.2280846 6.730313 6.353063 0.1859202 0.4332403 0.3969973 -0.008553974 0.8267034
5.703343 0.3369576 -0.792258 -0.6849432 -0.7260219 -0.8086816 -0.9234813 -0.4517062 -0.8059717 -1.104852 -0.6787491 0.08494982 -6.31486 -6.229733 -6.577031 -6.188387 -4.76954 -4.529287 0.3514796 -0.2335293 6.643632 6.557793 0.2215036 0.7880287 1.020308 -0.05445755 0.4292733
5.759415 -1.23849 -0.6469132 -0.8404408 -0.8601218 -0.8016956 -0.8813355 -0.7044213 -0.7049382 -0.9983445 -0.7023888 0.1477888 -6.35677 -6.30345 -6.664834 -5.773957 -7.081198 -5.895925 0.2156381 -0.07247251 6.74507 6.530747 0.1169098 0.341601 0.4478409 0.04390688 0.4897983
5.739667 0.3735011 -0.7203733 -0.9341512 -0.7534753 -0.7482051 -0.70553 -0.5685919 -0.7094475 -0.7971698 -0.8680825 0.1895526 -6.453161 -6.351082 -7.100223 -7.093476 -6.337285 -6.452073 0.1875037 -0.2836038 7.453713 6.647834 0.2737572 0.2016532 0.2278064 -0.03715143 0.7992596
5.762835 -0.353236 -0.678828 -0.9059511 -0.816491 -0.6627705 -0.772557 -0.5403541 -0.6026541 -1.165286 -0.8642456 0.1605467 -6.554226 -6.467085 -7.040635 -6.55252 -5.444322 -3.839996 0.120666 -0.1631367 7.279624 6.761497 0.1610847 0.6090765 0.3602135 -0.02435185 0.7514572
5.621337 -0.3793812 -0.3406974 -0.7542562 -0.6323726 -0.6087592 -0.7052592 -0.2537245 -0.6812028 -0.6579118 -1.519185 0.1426206 -6.579644 -6.605523 -7.191936 -7.410691 -6.925654 -6.340364 0.1646435 0.09153828 7.446322 6.82799 0.1546022 0.660427 0.2810505 -0.04568237 0.4224474
5.688453 -0.1433054 -0.4189438 -0.6565542 -0.6806329 -0.556518 -0.7575271 -0.674418 -0.6533213 -0.7824017 -2.024252 0.07862941 -6.6602 -6.531749 -7.434855 -8.013488 -6.8602 -5.655193 0.2739676 -0.02213066 7.601998 6.750895 0.0886283 0.5120694 0.6290197 -0.03943484 0.657982
