(Intercept) as.factor(phenotypes$Age.x)1 as.factor(phenotypes$Age.x)2 as.factor(phenotypes$Age.x)3 as.factor(phenotypes$Age.x)4 as.factor(phenotypes$Age.x)5 as.factor(phenotypes$Age.x)6 as.factor(phenotypes$Age.x)7 as.factor(phenotypes$Age.x)8 as.factor(phenotypes$Age.x)9 as.factor(phenotypes$Age.x)10 as.factor(phenotypes$Age.y)3 as.factor(phenotypes$Age.y)4 as.factor(phenotypes$Age.y)5 as.factor(phenotypes$Age.y)6 as.factor(phenotypes$Age.y)7 as.factor(phenotypes$Age.y)8 as.factor(phenotypes$Age.y)9 as.factor(phenotypes$Gen.Line)RAMB as.factor(phenotypes$Gen.Line)UNKN as.factor(phenotypes$Management.Group)1 as.factor(phenotypes$Management.Group)2 as.factor(phenotypes$Lambs.Birthed.x)2 as.factor(phenotypes$Lambs.Birthed.x)3 as.factor(phenotypes$Lambs.Birthed.x)4 as.factor(phenotypes$Lambs.Birthed.y)2 as.factor(phenotypes$Lambs.Birthed.y)3
0.7886779 0.2475031 -0.6393421 -0.8727604 -0.7751023 -0.7423166 -0.7565496 -0.6030532 -0.9728641 -1.10265 -1.102489 0.1314169 2.437452 2.371509 2.389032 2.944412 1.474471 2.078376 0.09402629 -0.5591792 -2.186306 -2.180247 0.09279164 0.4204824 0.1264082 -0.02084872 0.5729701
0.954998 -0.2841741 -0.9081459 -0.8420377 -0.819256 -0.8744457 -0.9127236 -0.5257089 -0.5180174 -0.9900367 -1.224762 0.1563358 2.592195 2.577414 2.324172 2.617252 5.02727 3.949771 0.01835824 -0.0009326143 -2.080006 -2.280307 0.1560661 0.5222211 0.04181315 0.003005853 -0.1716601
0.766688 -0.05703876 -0.7870349 -0.8614206 -0.9148279 -0.7908894 -1.032578 -0.6182767 -0.7530886 -0.6650357 -0.745085 0.3258692 2.696024 2.873111 2.078159 2.440889 1.705855 3.789365 0.135404 -0.003446502 -1.626222 -2.263007 0.2355972 0.8253608 0.7163926 0.01314172 0.1186891
0.7814681 -0.5546807 -0.9499496 -0.9601541 -0.8519054 -0.84905 -0.9841531 -0.6849213 -1.044945 -0.7084847 -1.00624 0.1539251 2.653412 2.619174 2.382346 2.394964 1.943723 1.917888 0.3509447 0.5363172 -2.197053 -2.375581 0.2863416 0.5879087 0.9224269 -0.08389278 0.2827797
0.7441013 -0.07838734 -0.9651922 -0.9839965 -0.9464078 -0.9560342 -1.147288 -0.6942952 -0.8744676 -1.042932 -0.2672242 0.2347292 2.51592 2.597712 2.285585 2.460284 2.692778 1.525743 0.3709343 0.009366249 -2.104345 -2.298983 0.2596166 0.6001697 0.9101726 0.147737 0.03475287
0.7595264 -0.7322737 -1.039005 -1.080285 -1.086404 -0.9270576 -1.032123 -0.8128794 -0.9970484 -1.282599 -2.561329 0.2202121 2.432624 2.723133 2.349353 3.230597 2.252479 4.127385 0.2468217 0.2563399 -2.027384 -2.322671 0.1132126 0.7778945 0.1990411 0.1072978 0.5455134
0.7418852 -0.5458146 -0.9837677 -0.9706123 -0.942099 -1.038675 -1.200746 -0.7410301 -1.150657 -1.127449 -1.152693 0.1595847 2.66749 2.881887 2.299986 2.656857 2.43582 4.750109 0.2488083 -0.08386679 -2.067424 -2.480707 0.1010456 0.6592913 0.2845507 0.01724036 0.04133615
0.814802 -0.3984835 -1.083289 -1.216541 -1.051617 -1.081745 -1.033615 -0.8298375 -0.9318618 -1.147897 -1.064454 0.22563 2.69789 2.684482 2.364107 2.342333 4.558487 4.044905 0.2576498 0.06611246 -1.997249 -2.39497 0.1432906 0.3570854 -0.05112133 -0.008335488 0.1739527
0.851311 -0.8112404 -1.098956 -1.306155 -1.196354 -1.063424 -1.269745 -0.7562389 -0.9370061 -1.08882 -1.022845 0.1730616 2.659897 2.743653 1.931562 1.806424 2.24126 4.477703 0.3601459 0.3303444 -1.551292 -2.293646 0.1077844 0.5759855 0.05312028 0.1341617 -0.3945858
0.9161191 -1.229065 -1.169508 -1.188364 -0.9979387 -1.206525 -1.162118 -0.7799213 -1.019748 -1.294139 -1.087863 0.2029214 2.647501 2.641147 1.873788 1.91544 2.204203 5.139713 0.401894 -0.07067837 -1.765717 -2.446048 0.1075922 0.4049545 0.4151855 0.01792523 0.8601032
1.01475 -1.775032 -1.109601 -1.262783 -1.121841 -1.185513 -1.235744 -0.7196627 -0.9985416 -0.9944858 -1.198189 0.2751508 2.586307 2.424527 1.774991 2.348798 3.208996 4.106262 0.38078 0.0801602 -1.452012 -2.208381 0.05326621 0.5360363 0.08249454 -0.01908243 0.1868287
0.9865904 -1.041952 -0.856169 -1.056949 -0.9154226 -1.047897 -1.182205 -0.7825885 -1.030088 -0.5670416 -1.756241 0.2814968 2.314392 2.462989 1.624797 2.159849 2.636498 5.35046 0.2439825 -0.02065715 -1.175037 -1.99556 0.2200782 0.3127399 0.14018 0.07088819 0.4774362
1.074308 -1.221412 -0.9804294 -1.110585 -0.9929305 -0.936172 -1.231291 -0.8317137 -0.8074758 -1.3886 -2.075306 0.1993667 2.264212 2.24982 1.57426 1.925651 2.314508 3.655122 0.2798096 -0.08016615 -1.417702 -2.120749 0.16139 0.586776 -0.4656778 0.09454602 0.957085
1.03879 -0.2945183 -0.8989696 -0.8942995 -0.9330723 -0.8381115 -1.194428 -0.4792397 -0.9881815 -1.33441 -0.350862 0.2431336 2.09703 2.18669 1.874655 1.529979 3.474975 3.594285 0.1568925 -0.08419794 -1.723649 -1.863269 0.1318245 0.5880489 0.1541577 -0.01204002 -0.03142435
0.9922958 -1.232549 -0.9094582 -0.9585031 -0.9020522 -0.8469228 -1.062282 -0.8232077 -0.9466538 -1.236451 -0.8191841 0.2199935 1.947465 1.916799 2.148408 2.855861 3.375868 4.619424 0.2995878 -0.1370415 -1.862018 -1.816479 0.0597169 0.585938 -0.3698675 0.09403888 -0.3533883
1.091734 -1.081693 -0.9264692 -0.9389928 -1.03773 -0.9488225 -1.18308 -0.7599337 -0.6470427 -1.52579 -0.5627546 0.1706437 1.829735 2.00202 1.870593 2.37947 2.321901 4.312598 0.2943121 -0.06753234 -1.657522 -1.709803 0.188144 0.6579759 0.1111845 -0.02564748 -0.2605938
1.199601 -1.360841 -1.08947 -1.129683 -1.026648 -0.9716251 -1.0785 -0.9731758 -1.143912 -1.733705 -0.9586046 0.2472829 2.089766 1.995105 1.94097 3.020912 3.282434 3.421722 0.2463108 -0.005248118 -1.63598 -1.627398 0.1612139 0.1668475 -0.008687 -0.08444718 0.01898874
1.199132 -0.8086235 -1.115121 -1.111288 -0.93932 -1.00259 -1.344174 -0.747849 -1.030586 -1.342719 -0.287362 0.3064334 2.092849 1.996736 1.664255 1.939443 3.613551 4.942322 0.2518376 -0.1926618 -1.388453 -1.754638 0.2295674 0.7642542 -0.3621717 -0.06550574 0.3842055
1.193475 -0.7786337 -1.206075 -1.300808 -1.123515 -1.172218 -1.202333 -0.7928326 -1.150227 -1.111864 -0.9305386 0.3292454 1.996694 1.986236 1.493703 2.009012 3.508267 1.979543 0.3629217 -0.2943783 -1.291799 -1.731543 0.1929636 0.6056757 0.1197446 0.1080119 0.07579427
1.280693 -1.407084 -1.258557 -1.433804 -1.229113 -1.39782 -1.483942 -1.132072 -1.122717 -1.274628 -2.034738 0.2334251 1.703898 1.839761 1.449384 1.526752 1.971799 3.608052 0.3554369 -0.06951276 -1.176583 -1.479255 0.1628908 0.182505 -0.188925 0.06118623 -0.07270524
1.327686 -0.02289932 -1.312033 -1.385681 -1.191258 -1.357372 -1.37865 -1.012104 -1.09564 -1.616703 -0.8763673 0.2418164 1.749195 1.833699 1.492947 1.556008 1.22018 2.399355 0.2559002 -0.1512897 -1.425897 -1.598936 0.2240355 0.6129018 0.4359793 0.03483492 0.2153183
1.288691 -0.8254135 -1.159072 -1.234841 -1.27712 -1.26149 -1.303986 -1.029354 -1.164301 -1.425207 -1.725735 0.3374606 1.96974 2.025099 1.769763 2.022862 2.813082 4.386186 0.1527172 -0.2460161 -1.486817 -1.621627 0.1794412 0.5638414 0.03925671 0.02138905 0.1025502
1.431618 -1.41501 -1.28797 -1.341425 -1.281242 -1.237481 -1.309289 -1.073691 -1.30215 -1.728264 -2.052502 0.1316853 1.829096 1.740751 1.906388 1.753705 3.235325 2.148638 0.2265009 -0.03172019 -1.671351 -1.509176 0.1579814 0.3774029 0.6770548 0.1143538 0.6727674
1.30733 -1.501977 -1.271882 -1.357607 -1.222866 -1.314902 -1.332269 -0.9473495 -1.113972 -1.997423 -1.484211 0.1791341 1.670204 1.692545 1.73275 2.658951 0.8296316 4.339439 0.2415681 0.2685064 -1.528133 -1.452149 0.1264259 0.321292 0.04071386 0.1191799 0.2830014
1.419392 -1.061412 -1.299361 -1.218126 -1.253186 -1.194121 -1.429353 -0.8554053 -1.176503 -1.651421 -0.9884399 0.2352144 1.66083 1.849646 1.345687 1.219062 2.190676 1.622523 0.2496329 -0.212086 -1.064686 -1.478103 0.2474091 0.4717171 0.66321 -0.0001288324 0.6377828
1.304347 0.1339531 -0.8914544 -1.28473 -1.076993 -1.12827 -1.088645 -0.9108143 -1.188624 -1.706958 -0.4074697 0.1744146 1.722247 1.855037 1.737248 2.402685 1.396028 5.340088 0.1106207 0.1547048 -1.510925 -1.488709 0.154543 0.4835787 0.4986038 0.004273942 -0.1492139
1.452363 -1.233755 -1.218695 -1.233211 -1.114497 -1.27924 -1.192878 -1.019792 -0.9010949 -1.657999 -2.245936 0.007455588 1.940136 1.869635 1.519732 1.85573 2.010359 4.751976 0.1813034 0.1331039 -1.280034 -1.650851 0.1960495 0.5422212 0.1150662 0.01575142 0.8720562
1.450767 -1.296267 -1.039875 -1.377409 -1.2884 -1.14879 -1.177779 -0.7904891 -1.318488 -1.387548 -1.941131 0.1236901 1.884318 1.853942 1.429367 1.961315 2.550503 3.859611 0.3168444 -0.1273679 -1.315381 -1.793291 0.1564139 0.3867379 0.1146804 0.1582275 -0.00887375
1.455633 -1.371322 -1.155753 -1.499885 -1.337084 -1.288238 -1.350958 -1.085762 -1.170223 -1.975472 -2.374166 0.4172571 1.898572 1.735298 1.715631 1.849554 2.572438 3.402816 0.3825927 0.04274827 -1.351345 -1.602014 0.2327367 0.7767214 0.5308005 -0.09514667 0.5328515
1.443504 -0.7455558 -1.336008 -1.398306 -1.319039 -1.4488 -1.477739 -1.174093 -1.252891 -1.860104 -1.661076 0.2843052 1.99659 1.869637 1.777873 2.116616 2.815303 3.89304 0.397067 0.0270116 -1.349377 -1.545105 0.1903124 0.4666789 0.5314043 -0.04451404 0.1679606
1.470596 -1.989265 -1.347431 -1.453314 -1.367413 -1.307639 -1.405087 -1.134253 -1.336263 -1.624607 -1.612017 0.1858893 1.802285 1.752421 1.492047 1.466514 2.499912 1.719919 0.4180715 0.03899502 -1.168697 -1.569056 0.2054079 0.366954 -0.05508671 0.06151247 0.3690066
1.677523 -1.124505 -1.491337 -1.568547 -1.379844 -1.503561 -1.67246 -1.16667 -1.690937 -1.824487 -3.218162 0.2598255 1.837409 1.752624 1.413045 1.805699 0.8651777 4.141069 0.2147084 0.05816031 -1.081628 -1.491417 0.1718805 0.5660207 0.5902108 0.06321285 0.1206326
1.732531 -0.5086827 -1.453374 -1.681769 -1.544425 -1.616249 -1.676224 -1.241895 -1.55625 -2.108582 -1.506337 0.2544068 1.647358 1.724481 1.127875 1.492645 1.846543 2.380395 0.4269256 0.09427447 -0.8460622 -1.405839 0.1340247 0.2473859 0.5868972 0.01468434 -0.7266043
1.858342 -0.9885769 -1.647686 -1.699783 -1.579574 -1.542654 -1.84706 -1.255816 -1.770202 -1.742537 -0.187341 0.3182547 1.815466 1.629059 1.400256 1.242359 1.314618 2.420935 0.374739 -0.06886117 -0.8057233 -1.471164 0.3264568 0.391699 0.01143947 0.01785395 0.5668754
1.707387 -1.048976 -1.485158 -1.47847 -1.442481 -1.388141 -1.566699 -1.245768 -1.563571 -1.492176 -0.1092696 0.3710143 1.808557 1.659155 1.498272 1.58626 2.676243 2.009699 0.2789775 -0.01424508 -1.315969 -1.440826 0.06988064 0.7798252 0.2657292 0.158717 0.1550439
1.505676 -2.217319 -1.290863 -1.386645 -1.366441 -1.376361 -1.471228 -1.226321 -1.272557 -1.497366 -1.290087 0.2677735 1.8526 1.778851 1.70126 1.791954 3.359482 5.137464 0.3154545 -0.08493817 -1.572428 -1.5096 0.1483684 0.475879 -0.07665346 0.1251275 0.4180065
1.41148 -1.942959 -1.310116 -1.390442 -1.304631 -1.346249 -1.361266 -1.08745 -1.310228 -1.520639 -1.255682 0.1711934 1.817641 1.796967 1.631372 1.394357 2.679882 3.134681 0.2418487 -0.1091671 -1.234785 -1.467437 0.1283178 0.6460196 0.1581527 0.01992381 0.8652558
1.552249 -0.5611317 -1.465104 -1.474668 -1.255964 -1.333624 -1.5255 -1.005017 -1.265755 -1.663944 -1.306789 0.2713157 1.756345 1.803709 1.347896 1.830533 3.707797 0.9911096 0.2721448 -0.1453626 -1.360942 -1.57183 0.2253679 1.064955 0.1355357 0.06701083 0.2048681
1.403784 -0.7530348 -1.105526 -1.250746 -1.12181 -1.19655 -1.286422 -0.9723002 -1.021515 -1.623375 -0.7757814 0.1110562 1.821209 2.037518 1.372327 2.097005 2.763497 4.29021 0.1021792 -0.3062708 -1.355888 -1.787048 0.1092304 0.2404086 0.2417839 0.07934578 0.9183086
1.435805 -0.3566381 -1.089582 -1.145669 -1.004855 -1.006763 -1.315145 -0.8896505 -1.164732 -1.454472 -1.318354 0.1017875 1.976621 2.015729 1.313822 1.891329 1.634832 3.754305 0.08300203 -0.2154058 -1.004006 -1.687343 0.09542615 0.4283625 0.6188046 -0.1425839 0.5593742
1.395247 -1.196945 -1.178702 -1.151795 -1.097098 -1.020763 -1.069001 -0.9492326 -0.9365457 -1.218934 -1.547935 0.1141754 1.978997 2.07382 0.8437371 1.240821 3.282436 2.622676 0.1151958 -0.1505792 -0.6748757 -1.690417 0.1135702 0.22941 0.261536 -0.01762005 0.3286394
1.220815 -1.116167 -0.9162565 -0.9455735 -0.9278365 -0.9968967 -1.039818 -0.771299 -0.9419095 -1.083693 -0.2686062 0.2672444 1.860881 1.953858 0.8988562 1.214483 2.44488 2.198922 0.2208964 -0.4105039 -0.6308149 -1.519284 0.08041385 0.472064 0.7346472 0.006519015 1.328868
1.215329 -0.8322479 -0.7771353 -0.9259073 -0.7439939 -0.7966195 -0.9629498 -0.6486032 -0.6841138 -1.255918 -1.069801 0.3331063 1.666831 1.830442 1.018927 0.8241907 3.13004 1.77097 0.06115272 -0.2972364 -0.7604047 -1.490331 0.1790277 0.2623911 -0.09943608 -0.01853219 0.4784261
1.071913 -0.7354719 -0.6624134 -0.8174077 -0.7241706 -0.8993863 -0.8243883 -0.548389 -0.8559662 -0.812954 -0.3885073 0.1296797 1.850585 1.810228 0.8436114 1.597037 2.554599 0.4574652 0.236886 0.1031105 -0.6626276 -1.515785 0.154278 0.2711059 0.3432114 -0.1085689 0.2502401
1.127629 -0.01510482 -0.8830966 -0.8238308 -0.9186936 -0.6920417 -0.9642368 -0.5023476 -0.602259 -1.131024 -1.543075 0.1986739 1.719338 1.899448 0.6605435 1.093506 0.827578 4.242748 0.3007707 0.03266882 -0.4397316 -1.610691 0.2211182 0.6040697 -0.5430451 0.08701029 0.628321
1.132882 -0.5258998 -0.7111674 -0.9184182 -0.7509966 -0.7066447 -0.7883375 -0.6016403 -0.8045638 -0.7580222 -0.6947915 0.1346779 1.642556 1.470692 1.245547 1.436837 1.485748 2.735784 0.4213016 -0.2430912 -0.9446365 -1.407505 0.1587039 0.47465 0.06291764 0.03183044 0.03900221
1.083461 0.2769602 -0.6215133 -0.8997002 -0.7410012 -0.5824109 -0.9942391 -0.7500885 -0.8022219 -0.8848932 -1.736148 0.3275369 1.353524 1.547787 1.265848 1.123465 3.970629 3.469287 0.411642 0.2225315 -1.087493 -1.116436 0.1795644 0.370279 0.0498714 -0.0676968 -0.2087561
1.122987 -0.8800137 -0.8565542 -0.7888213 -0.7406574 -0.7460397 -0.9860981 -0.627737 -0.9093 -1.482441 -1.403832 0.2925015 1.40008 1.53231 1.185126 1.505814 1.787329 3.669369 0.3018327 0.05783744 -0.9640031 -1.000398 0.1876898 0.321518 0.5596265 -0.03526882 -0.2851167
1.271628 -1.004805 -0.8000139 -1.05212 -0.7733783 -1.069334 -1.003458 -0.5019667 -0.8483528 -1.219652 -0.5011268 0.1615866 1.367905 1.249822 1.418124 2.1328 3.442764 0.9605853 0.363292 -0.1095116 -1.125045 -1.002102 0.2216448 0.5365336 -0.3484031 -0.04065572 0.425105
1.234041 -1.526824 -0.8135476 -1.016509 -0.9205923 -0.9191321 -1.128221 -0.6645141 -0.8781603 -1.468815 -0.8192482 0.1041909 1.216974 1.232814 1.633631 1.213573 2.992128 3.076522 0.4422839 0.2220019 -0.9793806 -0.8518478 0.107981 0.4426285 0.3190442 -0.003685449 0.7112442
1.278305 -0.4962755 -0.9015171 -1.047512 -0.8359645 -0.9529884 -1.035886 -0.6099703 -0.8237331 -1.101757 -0.8048155 0.03028958 1.180856 1.359693 0.9519441 1.341745 1.899905 3.272677 0.3642687 0.1463714 -1.141738 -1.154689 0.1265039 0.4332189 0.09001604 0.189555 0.6010303
1.320352 -0.02043623 -0.8535115 -0.945677 -0.8694964 -0.8178169 -0.8814301 -0.7520117 -0.9257755 -1.091368 -2.309736 0.04317533 1.244123 1.224135 0.9734288 1.350005 1.358554 2.745916 0.171338 0.03437291 -0.9061205 -1.021129 0.1894223 0.2698892 0.5069968 0.1167931 0.07166161
1.441983 -0.7161246 -0.8488736 -0.9615634 -0.8401721 -1.011032 -1.113435 -0.7874589 -0.6371308 -1.024991 -0.5771882 0.4362281 1.183862 1.18858 0.6705136 1.700653 2.144316 2.559298 0.007035892 -0.4442899 -0.4283439 -0.9459167 0.1803615 0.7749819 0.5250955 0.0007137966 0.2560278
1.361365 -1.279264 -0.9377445 -1.134536 -1.025689 -0.9806761 -1.234592 -0.9433784 -1.061273 -0.9703548 -0.9937927 0.4894018 1.315585 1.465519 0.7426034 1.185161 0.8384199 4.450841 0.1162849 -0.3125974 -0.3749985 -0.9295659 0.374644 0.8999753 0.5759167 -0.1150221 -0.08557283
1.40868 -1.500828 -1.079876 -1.324222 -1.139339 -1.123033 -1.124368 -1.219256 -1.158176 -1.492993 -1.5496 0.4981819 1.240208 1.320729 0.6779817 1.276131 2.619849 2.394413 0.3094466 -0.3451679 -0.3016515 -0.8854479 0.2066395 0.5295929 0.7687871 -0.01575523 0.4910165
1.426982 -0.5511208 -1.050813 -1.265308 -1.275498 -1.184764 -1.394132 -1.150349 -1.445732 -1.893917 -1.312746 0.3356328 1.298353 1.270383 0.7661294 1.222054 2.378589 0.8983936 0.09126865 -0.1587904 -0.3433687 -0.8309395 0.2491671 0.6866533 -0.1010761 0.1415436 0.1614233
1.470326 -1.132234 -1.184485 -1.515247 -1.481334 -1.5172 -1.512088 -1.157964 -1.35317 -1.625215 -1.050607 0.1470978 1.377355 1.47772 0.7029797 1.091946 2.596186 2.90769 0.2022576 0.3111249 -0.3571482 -0.9627295 0.1523803 0.6616043 0.3587918 -0.01463675 0.6731803
1.599239 -1.329182 -1.414216 -1.488035 -1.477381 -1.476136 -1.468428 -1.354664 -1.602441 -1.48027 -0.5492864 0.2044031 1.198088 1.216121 0.5077448 -0.07509009 2.028609 0.8913145 0.2501505 0.1177675 -0.07840779 -0.9289661 0.1259448 0.7647433 -0.1364078 -0.04795421 0.4157312
1.669549 -1.532573 -1.20962 -1.522862 -1.333076 -1.284717 -1.518992 -1.238795 -1.452483 -1.784302 -1.929505 0.1131204 1.10851 1.239415 0.1532486 0.2607697 1.634837 0.5915409 0.1929036 -0.2191126 -0.2320043 -0.9525582 0.1913219 0.7533639 0.1465469 0.1416406 0.5509482
1.655009 0.1022006 -1.308166 -1.417607 -1.536299 -1.405683 -1.603183 -1.155437 -1.361359 -2.003867 -0.499401 0.1218841 1.005971 1.001585 0.7776819 1.307337 2.276229 2.536591 0.1863188 0.02638719 -0.7395793 -0.9207264 0.1574884 0.5784503 0.4385253 0.14387 0.1609897
1.688842 -0.7341602 -1.259013 -1.589263 -1.279951 -1.242941 -1.47373 -1.018642 -0.8683147 -1.651623 -1.651311 0.1599721 1.003433 1.062914 0.6108229 0.4686773 2.247103 1.910207 0.07312265 -0.0702001 -0.544126 -0.9058627 0.1260508 0.5760487 0.9308263 -0.02554037 -0.2956391
1.731937 -1.314875 -1.32353 -1.466483 -1.358323 -1.14655 -1.341489 -1.112794 -1.231798 -1.483967 -1.109409 0.1356775 1.308215 1.244302 0.6403279 0.7564694 2.426586 2.015428 0.1383347 -0.09915627 -0.7046862 -1.216161 0.08257113 0.572137 0.2456521 0.1775451 0.1639357
1.727869 -1.650276 -1.257064 -1.296288 -1.315944 -1.312156 -1.43263 -1.084884 -1.150219 -1.633563 -0.5461849 -0.005209863 1.324794 1.517084 0.7577354 1.143654 2.331857 3.752867 0.2758029 -0.1258957 -0.8859676 -1.414069 0.04175603 0.4840217 0.1951783 0.1661412 0.9375934
1.638534 -0.9604566 -1.362116 -1.327684 -1.177616 -1.148998 -1.233091 -0.9870426 -1.110595 -1.618335 -1.681005 -0.00708692 1.458694 1.277318 1.502497 1.614626 4.332504 3.037527 0.2441599 -0.006092067 -1.57989 -1.290614 -0.01839384 0.382764 0.2321403 -0.01114384 -1.038614
1.681629 -0.2444889 -1.30929 -1.184546 -1.172254 -1.165702 -1.53053 -1.225639 -0.9992276 -1.558398 -1.07255 0.1111916 1.401333 1.551847 1.614423 2.68071 2.055516 2.841744 0.1656761 -0.1739139 -1.796634 -1.198873 0.1510518 0.3722429 0.5949246 -0.01573499 -0.444419
1.740415 -1.704373 -1.484675 -1.355748 -1.162799 -1.409056 -1.350165 -1.07186 -1.088058 -1.271534 -1.551847 0.1704042 1.426916 1.559948 1.569763 2.123681 4.103946 5.573392 0.2251091 0.1439733 -1.483453 -1.270953 0.02754628 0.3956039 0.4336681 0.01529101 0.5442475
1.737836 -1.449144 -1.532206 -1.408013 -1.307558 -1.287963 -1.402065 -0.9919831 -1.170146 -1.238068 -1.752887 0.1872972 1.776282 1.816544 1.467642 1.600447 3.17408 5.255392 0.3016289 -0.06308593 -1.01161 -1.594613 0.05607427 0.4062186 0.08839304 0.08615948 -0.05019454
1.65618 -0.489946 -1.172573 -1.458753 -1.327447 -1.156555 -1.501584 -1.071888 -1.30702 -1.717463 -1.97264 0.08954659 1.625069 1.87757 1.211344 1.364753 1.299458 1.795199 0.2409809 0.01892211 -1.074157 -1.51273 0.215568 0.2578474 0.5121306 0.08317305 -0.02040666
1.615047 -1.371075 -1.170499 -1.322369 -1.248 -1.273496 -1.441624 -0.960059 -1.286855 -1.24625 -2.139406 0.1259775 1.530481 1.575136 0.9674109 0.7745836 1.119221 3.496481 0.3665185 0.1181989 -0.7930249 -1.398304 0.1251871 0.2954662 0.6719919 0.05285396 0.6669528
1.723593 -0.2709592 -1.149383 -1.475421 -1.419481 -1.411989 -1.419522 -1.197679 -1.082053 -1.730342 -2.270957 0.1307448 1.563296 1.443434 1.165455 1.923768 1.803695 1.591516 0.4036146 -0.1706806 -1.187919 -1.274395 0.2463012 0.5602998 0.9184242 -0.06770078 0.4510446
1.822012 -0.9203946 -1.420014 -1.56374 -1.406228 -1.342336 -1.406616 -1.107404 -1.331859 -1.451252 -1.155001 0.02061018 1.689235 1.443622 1.477601 1.117731 1.241393 3.433352 0.4078706 0.02425801 -1.482625 -1.480513 0.2273313 0.2702123 0.5958628 0.06136262 0.9580631
1.959676 -1.822354 -1.557194 -1.525261 -1.520834 -1.47268 -1.538162 -1.266803 -1.812008 -1.834086 -1.836776 0.217846 1.765324 1.921702 1.765064 2.516254 3.139236 3.368682 0.2569088 -0.1479548 -1.562174 -1.654334 0.1924199 0.4154133 -0.01772138 0.07480019 1.021748
1.972407 -1.314154 -1.328821 -1.60598 -1.573015 -1.484724 -1.611786 -1.516785 -1.6522 -1.540596 -1.988857 0.1359352 1.81518 1.758436 1.379606 1.878668 0.675647 2.72238 0.278995 0.1028155 -1.294356 -1.553142 0.217559 0.670108 0.02360786 0.01872569 -0.01685019
2.073206 -1.889775 -1.540331 -1.604155 -1.392917 -1.574634 -1.599179 -1.373935 -1.648593 -2.002159 -1.648662 -0.01559867 1.719871 1.688725 1.534155 1.413786 3.926939 4.35234 0.3657514 0.05316036 -1.414445 -1.577406 0.1212231 0.5763305 0.2518834 -0.006312073 0.1545983
1.95839 -0.4277054 -1.460751 -1.701159 -1.593902 -1.498367 -1.541242 -1.316689 -1.191418 -1.593517 -1.940761 0.2372323 1.657835 1.598677 1.617438 2.221602 2.274458 3.821975 0.3369907 -0.1068365 -1.473939 -1.517776 0.2361489 0.6448059 -0.001628766 0.08374071 0.1334943
1.952882 -0.2606746 -1.416711 -1.711317 -1.419849 -1.550948 -1.515095 -1.280404 -1.447172 -2.034186 -1.662239 0.2037833 1.784501 1.91412 1.587464 1.97073 3.023685 4.80803 0.2220241 -0.04596455 -1.367472 -1.632462 0.1756763 0.4657388 -0.1776956 0.05961076 0.3581749
1.987264 -0.7755508 -1.367785 -1.67795 -1.4772 -1.518118 -1.705964 -1.188136 -1.306856 -1.489359 -3.120513 0.1690754 1.920276 1.936323 1.693944 2.058628 3.520431 2.940505 0.1426734 -0.2023048 -1.427161 -1.716095 0.1235996 0.6710183 0.5141827 0.04445885 0.3261588
2.099042 -2.360492 -1.493702 -1.52978 -1.670134 -1.505968 -1.490823 -1.460068 -1.33166 -1.552559 -0.7503038 0.1778024 2.135178 2.222869 1.53945 2.033026 2.595956 4.133424 0.3197286 0.03139449 -1.322446 -1.917075 0.163629 0.5015349 0.5682062 0.03947727 0.5329433
2.196086 -0.6229732 -1.504212 -1.717818 -1.709257 -1.826239 -1.70923 -1.41415 -1.419682 -1.894381 -2.097361 0.2655679 1.896274 2.021943 1.600151 1.917619 1.658503 2.656628 0.4762046 0.1889596 -1.461059 -1.659958 0.2529105 0.812808 0.7664935 -0.0006721021 0.490293
2.33245 -1.88192 -1.763817 -1.773751 -1.730446 -1.785213 -1.767468 -1.652533 -1.555972 -2.18485 -1.113467 0.1916265 1.822316 1.785058 1.775657 2.681725 3.42884 4.456599 0.2749107 0.01530791 -1.722135 -1.472066 0.1767842 0.5133493 0.393858 0.1703619 -0.3531975
2.34729 -1.037802 -1.533701 -1.497322 -1.747924 -1.612609 -1.898894 -1.16494 -1.534457 -2.13001 -2.056551 0.001646061 1.860041 1.839715 1.643449 2.355586 3.615065 3.678792 0.2950471 -0.02035869 -1.732282 -1.643281 0.2114025 0.6300243 0.2080672 -0.03974268 0.2139891
2.460158 -0.6771064 -1.690737 -1.738236 -1.806583 -1.71832 -2.01418 -1.559768 -1.648361 -1.870287 -1.954985 0.1969357 1.995452 1.975345 1.909743 2.243638 4.17428 2.468524 0.3588082 0.01039173 -1.844603 -1.783081 0.2174129 0.7267599 0.6538324 0.005076702 0.5355984
2.338957 -1.352744 -1.449346 -1.710423 -1.536491 -1.574908 -1.823973 -1.243671 -1.385251 -1.929951 -1.504708 0.2426936 2.029023 1.867426 1.690497 1.434994 1.679845 3.527221 0.4301677 0.1581996 -1.537663 -1.930997 0.07777687 0.2266869 -0.05155112 0.004065035 0.3807555
2.411678 -1.454133 -1.513783 -1.615854 -1.559676 -1.561169 -1.617437 -1.466035 -1.444615 -2.143513 -2.402579 0.0583786 2.046728 2.126514 1.33962 1.858564 3.730849 2.663819 0.3031434 0.07448459 -1.227404 -1.841917 0.1277245 0.6755087 -0.4739154 -0.07418911 0.3795182
